goods_no,review_title,rating_score,origin_url,review_text
168226997,진보를 위한 주식투자,10,https://sarak.yes24.com/review/21861776,"최근 주식 투자를 시작했습니다.

내가 투자하면 한국에서 주식 투자 할 사람이 다한거니깐 주식을 다 팔아라 농담하고는 했는데

이제야 뒷늦게 주식을 투자하기로 한것이지요.

이런 결정을 내린것은 모든 자산이 부동산에 묶인 탓입니다.

금리는 낮고 부동산에 묶인 자산은 풀릴거 같지는 않습니다.

또한 물가는 빠르게 상승 중이며 정말 노년에 집한채밖에 남지 않을거 같기 떄문입니다.

국장 탈출은 지능순이라고 미국 증시에 몰려가고 있지만

최근 미국의 경제 상황은 위태위태 보이고 있으며 미국이 세계 경찰국을 포기하고 자기만 잘산면 된다지만

그럴 경우 기축 통화인 달러는 다른 나라들에게 필요가 없을 것입니다.

우리나라 증시는 그동안 소수에 의해서 마음대로 운영이 되었고 투자자에 대한 보호는 미흡했습니다.

그러나 이제는 상황이 바뀌고 있습니다.

증시 개혁은 필수가 되었고 반드시 달성이 되어야하는 필연적 상황이 되었기 때문입니다.

그동안 부동산에 기반한 경제 활동은 한계이며 지탱이 불가능한 상황이라고 보이며

주식 시장 개혁과 활성화와 확대는 국민들이 그 필요성을 인식하고 있으며 지지하기 떄문입니다.

이시기에 읽을 적절한 내용이 이 책입니다. 초보 투자자로서 배울게 많기 떄문입니다.

저자는 그런 저에게 맞는 내용으로 주식 투자를 설명하고 있습니다.

장기적으로 5년을 바라보고 시작하고 있는데 이것이 현명한 판단일지 잘하고 있는지 모르겠습니다.

좀더 읽고 연구해 봐야 겠습니다.

관심 있는 분들의 일독을 권합니다."
168226997,읽는중인데,4,https://sarak.yes24.com/review/21918230,읽는 중인데 아직까지는 뻔한 소리만 하고 있어. 가지고 어떤 게 도움이 되는지 아직 잘 모르겠어요. 민주주의와 주식을 그리고 진보와 주식을 억지로 연결짓고 있는데 사실 그게 맞는 말인지는 잘 모르겠어요. 그냥 끼워 맞추는 것 같은데 계속 읽어보고 더 수정해서 남길게요.
168226997,진보주의자에게 희망을,10,https://sarak.yes24.com/review/21850243,"진보주의자도 주식투자를 통해 사회에 기여할 수 있음을 역설하는 책으로, 투자에 관심 있는 독자들이 일독할 만함 특히, 기술적 측면 뿐만 아니라 심리적 측면 또한 상세히 설명하고 있어 큰 도움이 되는 책으로 정석적인 투자방법을 배우고자 한다면 적정한 책임"
168226997,진보를 위한 주식투자,10,https://sarak.yes24.com/review/21864073,"진보는 가난해야 한다는 말도 안되는 보수의 논리를 정면에서 깨트리는 이광수 님의 날카로운 얘기들이 가슴속에 팍팍 꽂힌다. 보다 나은 세상을, 아이들에게 풍요로운 세상을 만들기 위해 더 많은 돈을 벌어야한다는 얘기들을 원동력으로 삼아 적극적 투자 행동에 나설 것이다."
168226997,깊이 있는 사색,10,https://sarak.yes24.com/review/21849913,투자란 자기 책임하에서 행하는 사적인 부분이라는 나의 생각을 바꾸어주는 훌륭한 책입니다. 말만하고 행동하지 않는 입 진보에게 일침을 가하는 공적 의견을 충분히 반영하고 있습니다. 마침 시간이 되어 북토크에도 참가했는데 2026년 투자 계획을 수립하는데 큰 도움이 되네요
168226997,소액투자자를 위한 책,10,https://sarak.yes24.com/review/21908563,보통의 주식 투자서는 좀 뜬구름잡는 얘기를 하는 경우가 많은데 이 책은 적은 돈으로 시작해 최대한 위험을 줄여주는 구체적 방법을 제시해줘서 넘 유용했습니다. 항상 자본분배를 못해서 힘들었는데 책에서 알려준 것을 토대로 안정적인 투자를 해나갈 자신감을 얻었습니다.
168226997,[진보를 위한 주식투자](2026) _ 이광수 지음 (서평),8,https://sarak.yes24.com/review/22015525,"코스피가 6,200을 찍었다. 올해 초만 해도 5,000은 언감생심처럼 보였는데, 어느 순간 5,000을 가볍게 터치하더니 이제는 6,000을 넘어 7,000, 8,000, 심지어 10,000까지 이야기되는 분위기다.

과연 그동안 ‘코리아 디스카운트’라 불리던 한국 시장이 구조적으로 개선된 것인지, 아니면 시장 참여자들의 심리가 열풍을 넘어 열광으로 치닫고 있는 것인지에 대한 평가는 아직 이르다. 시간이 너무 짧다. 시장 논리를 정교하게 설명하라고 하면 솔직히 나 역시 자신 있게 말하긴 어렵다.

그러나 분명한 사실은 있다. 현 대통령이 코스피 5,000을 공약했고, 국회는 상법 개정 등 제도 개선을 통해 시장을 보조하고 있으며, 국민들은 너나 할 것 없이 ‘국장’에 뛰어들고 있다는 점이다.

이런 흐름을 보면서 문득 이런 생각이 든다. “경제는 보수”라는 말, 이제는 정말 옛말이 되어가는 건 아닐까? 왜? 진보 정권이 훨씬 잘하고 있으니까.

물론 정권 초반이다. 끝이 창대할지에 대해서는 여전히 물음표다. 그러나 지금 이 정도의 성과만으로도 충분히 평가받을 만하다고 생각한다. 코스피 6,000이라니. 솔직히 말해, 이게 꿈인지 생시인지 싶다.

개인적으로 주식을 5년 넘게 해왔다. 수익을 본 적도 있고, 크게 손해를 본 적도 있다. 그런데 지금처럼 시장 전체가 이렇게 강한 흐름을 만들어내는 장은 처음 겪는다. 물론 나의 수익이 누군가처럼 ‘인생 역전’ 수준은 아니다. 손해만 덜 보고 있다(ㅜ.ㅜ)그래도 주변에서 손해를 봤다는 사람을 찾기가 힘들다는 점에서 지금의 시장은 역대급니다.

그냥 지금 시장을 이끄는 업종의 대장주에만 올라타도 20~30%는 기본이라는 말이 나올 정도니, “이거 안 하면 손해 아닌가?”라는 심리가 생기는 것도 이해는 간다.

하지만 그럴수록 더 냉정해야 한다. 주식은 ‘열풍’이 아니라 ‘투자’다.

그래서 공부가 필요하다.

아주 기본적인 개념이라도 반드시 알아야 한다. 초보자뿐 아니라, 오히려 이런 광풍의 시기일수록 조금이라도 경험이 있는 사람에게도 공부는 필수다. 주식은 결국 시장을 읽는 일이지만, 동시에 사람들의 심리와 기대, 공포와 탐욕이 얽힌 치열한 수싸움이기 때문이다.

오늘 소개할 책 《진보를 위한 주식투자》 는 일반적인 주식 투자서와는 결이 조금 다르다. 저자가 진보 진영에서 잘 알려진 인물이라는 점도 있지만, 무엇보다 ‘주식의 근본’을 이야기하려 한다는 점에서 그렇다.

사실 책에서 제시하는 투자 원칙이나 방법 자체는 특별히 새로운 것은 아니다. 다른 투자서에서도 충분히 만날 수 있는 기본적이고 정석적인 내용들이다. 이 책만의 기막힌 ‘비법’을 기대한다면 다소 실망할 수도 있다.

그럼에도 불구하고 이 책을 읽어야 하는 이유는 무엇일까?

나는 그 답이 ‘진보’라는 가치에 있다고 본다.

이 책은 묻는다. 진보라는 가치가 과연 우리를 더 잘 먹고 잘 살게 만들 수 있는가? 그리고 그 질문에 대해 경제와 시장, 투자라는 영역을 통해 답을 시도한다.

지금 진보 정권이 왜 경제적으로도 성공해야 하는지, 왜 시장을 통해 성과를 보여줘야 하는지를 설명해주는 책이라는 점에서 의미가 있다.

다만 솔직히 말하자면, 나는 이것이 동전의 양면이라고 생각한다. ‘진보를 위한 주식투자’든 ‘보수를 위한 주식투자’든, 결국 더 나은 삶을 위한 투자라는 점에서는 다르지 않다. 독자가 이 책을 선택하는 순간, 어쩌면 이미 정치적 성향이라는 프리즘을 통과하고 있는 것일지도 모른다.

그래서 나는 이 책을 매우 의미 있게 읽었지만, 그 지점에서 별 하나를 덜었다.

그럼에도 분명히 추천하고 싶다. 특히 막 주식에 입문한 ‘주린이’들에게.

소문에 기대는 투자 말고, 분위기에 휩쓸리는 투자 말고, 원칙을 세우고 그 원칙 위에서 내가 무엇에 투자하는지, 그 투자가 어떤 사회를 만드는지까지 고민하는 투자.

그런 태도를 고민하게 만드는 책이라는 점에서, 충분히 읽어볼 가치가 있다."
168226997,불평등에 대해,6,https://sarak.yes24.com/review/21916304,"그의 신념이 투영 되어지길 바래본다. 아래는 책 소개중- 〈광수네 복덕방을 운영하고 있다. 과거에 건설 회사를 다녔으며 오랫동안 미래에셋 증권에서 애널리스트로 활동했다. 현재는 명지대 대학원에서 겸임교수로 학생들을 가르치고 있다. 투자로 빈부격차를 해소하고, 사회적 불평등을 줄일 수 있다는 신념을 가지고 사는 중이다."
168226997,광수님 좋아서 구매했어요!,10,https://sarak.yes24.com/review/21998485,"주아가방 보고 주식 시작했고, 이것저것 많이 찾아보고 주식하고 있지만, 여전히 주아가네요 ^^ 광수님의 인간적인 모습이 좋아서, 믿고 구입했습니다~~ 이제, 박시동 아저씨 책도 사서 봐야쥬! 앞으로도 두분의 행보를 응원합니다!!"
168226997,"시장의 관객에서 주인으로, 세상을 바꾸는 가장 현실적인 '주권 행위'로서의 투자",10,https://sarak.yes24.com/review/21976321,"그동안 주식투자를 자본주의의 탐욕이나 부자들만의 게임으로 치부하며 거리를 두어온 이들에게 이 책은 신선한 충격과 명쾌한 해답을 동시에 안겨줍니다. 저자 이광수는 주식투자가 단순히 개인의 자산을 불리는 기술이 아니라, 기업의 주인이 되어 사회의 구조적 변화를 이끄는 능동적인 시민의 참여임을 설득력 있게 풀어냅니다. 특히 가장 인상 깊었던 대목은 ""주식시장이 상승할 때 부의 격차가 커지는 이유는 부자들만 주식을 더 많이 가졌기 때문""이라며, 시장을 외면하는 대신 적극적으로 '참여'하여 성장의 과실을 나누는 것이야말로 불평등을 줄이는 진보적 해법이라는 통찰이었습니다. '투자는 중립적이지 않다'는 저자의 말처럼, 우리가 어떤 기업의 주주가 되느냐에 따라 세상의 방향이 바뀔 수 있다는 점은 투자를 단순한 돈벌이를 넘어 하나의 가치 있는 실천으로 재정의하게 만듭니다. 이 책은 차트나 종목 추천에 매몰되지 않고 '왜 투자해야 하는가'라는 근본적인 질문에서 시작해, 교보문고 등에 소개된 실전 체크리스트까지 담고 있어 초보자와 숙련자 모두에게 훌륭한 길잡이가 됩니다. 자본주의라는 거대한 시스템 안에서 소외되지 않고 주체적인 자본가로 거듭나고 싶은 분들, 그리고 자신의 자산과 우리 사회를 동시에 '진보'시키고 싶은 모든 독자에게 일독을 강력히 권합니다."
